,men_Pt025_RPLCneg,men_Pt063_RPLCneg,men_Pt008_RPLCneg,men_Pt013_RPLCneg,woman_Pt119_RPLCneg,woman_HCW080_RPLCneg,woman_Pt003_RPLCneg,men_HCW564_RPLCneg,men_HCW059_RPLCneg,men_Pt047_RPLCneg,men_HCW011_RPLCneg,woman_Pt087_RPLCneg,men_Pt116_RPLCneg,men_Pt010_RPLCneg,men_HCW578_RPLCneg,men_HCW574_RPLCneg,woman_Pt058_RPLCneg,woman_Pt164_RPLCneg,men_HCW036_RPLCneg,woman_Pt113_RPLCneg,woman_Pt005_RPLCneg,men_HCW012_RPLCneg,woman_Pt038_RPLCneg,men_Pt060_RPLCneg,woman_Pt044_RPLCneg,woman_HCW099_RPLCneg,woman_Pt022_RPLCneg,men_Pt110_RPLCneg,men_HCW237_RPLCneg
Label,COVID,COVID,COVID,COVID,COVID,HC,COVID,HC,HC,COVID,HC,COVID,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC
566.3454@420.73,678093.99674,547314.45445,958130.94975,732612.14248,808460.66646,1315080.13543,1276276.89506,1953959.01738,912668.57394,113356.90656,1867318.52323,579070.22556,1343193.34092,581924.74034,1825935.54013,1668857.80819,1461047.44869,643110.42582,1404119.31481,946596.9799,1139801.80373,413021.07072,1018820.80555,929075.97516,1364357.13944,1253452.14086,975290.17961,902868.86541,657719.6555
566.3805@432.12,67852.37677,68874.16687,103972.1104,103977.85017,159915.0452,115379.67753,145237.45256,164251.77762,113315.68992,13156.98543,155859.62624,76493.5146,164874.77764,80874.59733,157923.7399,166958.90178,155587.45356,83412.94256,129248.24011,86761.90204,169077.96676,26050.68153,86204.96692,114977.12744,135371.83786,75354.1211,109942.7212,125152.51018,42163.30811
567.3481@420.69,196160.19514,158786.98746,275989.94776,207827.86818,238999.37381,386734.26381,371043.9517,570558.98115,257963.17469,31527.466,557431.7404,166337.41259,395656.94682,167130.46842,538043.65932,488896.94722,426196.27601,183400.97014,405710.84415,273987.24252,326716.52778,118651.87427,298398.50702,265024.08422,403117.70458,367108.26962,284040.35539,255004.52039,187026.71385
567.3839@432.05,19955.88899,20483.74892,30267.15493,30276.22112,48814.07295,33562.2364,40318.1428,48792.8335,33750.98167,2736.81742,46013.29817,22421.99721,47231.96598,23287.89324,48510.34547,46875.08242,47724.1339,24295.13303,35983.00994,25587.69606,46318.99057,8737.39146,25944.78732,32951.6479,40120.63009,21991.0655,31047.41237,36895.80395,13498.44365
567.4608@496.64,32724.08681,24450.74245,266936.42149,20304.6987,54195.47925,220303.25282,37872.85218,498656.14787,718113.05239,80946.02476,644220.56345,29513.41586,409212.76726,41405.50246,48143.53108,53853.15574,217445.80448,68760.28147,59237.13328,4747.72638,31162.41734,162479.44788,32150.26114,27805.4287,740357.0597,160637.08345,36374.3105,221512.93876,124592.23154
568.3615@459.77,2214775.62145,2146200.50058,3609209.6333,3029593.33369,5104097.8101,3892009.01208,4366997.9934,6199572.1793,3635462.01817,712941.25041,4747532.80873,2202506.37146,3895249.3152,2066036.33395,5735649.59488,5955447.43224,6816805.01675,1869275.08228,4781942.56641,2357911.63831,3177066.37383,1424092.3866,4699706.2463,3362706.00383,3964114.49457,2442672.48819,2878796.75259,2855250.63289,2557657.88546
568.3955@474.06,53936.4213,64456.08233,87298.61654,60276.20405,138491.41371,105299.74259,66547.3326,163546.03593,96885.16804,17932.73858,151822.17514,56906.41439,175251.46907,65603.13962,150589.9646,168529.17868,131152.75019,55670.8061,107321.04594,60128.51276,86853.26982,20314.24036,64374.89261,117916.67818,98470.56176,36759.91868,84361.18404,103748.91703,45412.1478
568.4648@497.29,5710.43854,26843.45112,37567.74093,32682.44454,1244.5561,25453.11096,6883.2951,93670.81523,110192.29081,3332.26031,153236.16191,2337.75141,49181.28331,30959.03627,80136.71533,292062.12427,20980.54838,593.25255,354936.44942,19.85517,492352.55199,15435.71371,21219.64589,32901.63838,167056.13765,10704.05941,92794.76409,25384.36147,7052.33317
569.3645@459.77,652498.3769,629866.95344,1060633.64872,896056.7384,1493748.50957,1138104.75942,1279461.26881,1789966.40624,1067576.41875,203584.89042,1387949.14965,652599.84907,1143965.38696,613814.4608,1662429.10181,1729362.0405,1966997.61347,548475.74673,1401809.29796,695328.35021,932696.22498,413407.13476,1374981.39075,985194.61502,1169590.15192,716109.84646,853485.42381,839366.31983,762360.7462
569.4009@474.04,14039.92693,18169.93189,30585.31135,19696.82933,43816.44662,30396.85949,19714.26937,49075.67256,29279.43252,4343.21863,45020.67354,16132.96793,50255.44118,18772.72895,44932.75333,48583.38041,39288.47589,16726.76999,31208.52697,17943.37064,27657.58697,6421.48368,23513.96702,36354.69907,32658.21398,11341.76075,24878.87289,30598.27073,12739.1185
569.478@495.37,59480.60895,18601.28596,57997.41656,5814.28053,10413.293,44341.53039,5221.99467,16349.10349,315929.21988,4386.86108,88046.54837,10589.62068,40531.14194,34212.45841,40734.96142,139104.07204,6701.51484,2066.40374,98139.7105,437.6209,114379.06541,6813.69502,20129.49827,12080.66233,30055.34365,371.43803,85337.43112,60468.31325,3015.65703
569.5113@487.96,244312.97419,468067.02946,218506.05644,182640.69338,321802.23237,75241.3647,323405.0327,94896.54516,128323.15759,72740.51337,44274.36,215437.92319,149349.27712,151759.20337,78718.30691,164640.94883,366482.0063,368709.25397,168584.87993,268228.92619,206401.56392,8926.55197,385836.00317,328825.9935,71035.08964,135142.09637,196558.46024,249224.43645,71982.09446
570.3664@459.77,125739.58311,121350.17495,206857.06913,175525.4378,300531.36714,225625.92172,252035.37853,357348.80496,208399.65017,38603.83727,275572.29537,124561.40184,230181.54656,117235.72264,327528.37837,346801.22143,388458.19562,112903.56801,278680.7563,132662.80131,179746.86621,77960.31927,272792.16445,190597.39275,234688.4657,137896.43206,168461.75721,163669.38841,145420.772
570.5148@487.97,86674.52079,171286.27881,76363.91608,63435.81687,119892.48237,25309.19675,113356.25011,28906.59492,45505.47351,24926.45182,12326.03167,74917.52176,49946.25207,52470.39594,24963.93813,55097.2864,130754.58565,129779.82812,53294.7243,93795.19418,74215.11929,3238.17255,142676.89906,118088.41808,22930.78287,47647.13242,69534.90756,86058.13432,24222.70937
570.9783@526.48,9323.33019,7791.10649,8689.95212,12277.69183,12115.50609,7874.39946,6803.76449,5555.57522,10806.49379,6999.12202,11351.46676,8501.74526,8503.50566,12628.3886,6811.58125,8336.74614,8859.2592,7177.27908,9720.37282,7761.77771,9501.7391,6585.59625,8421.67261,7890.68553,5624.63218,14859.06901,12650.7066,6117.2873,7993.39256
571.3689@459.74,18131.58179,17258.31411,32062.87043,25894.82931,50242.64935,33765.94289,37668.91692,55219.109,35136.37509,5565.89528,49109.19608,19716.24026,34688.79301,17655.86979,48592.67217,53806.58379,58400.02218,15533.24143,43079.40008,19263.41769,29530.21613,11514.57316,40036.70253,32224.5179,34229.08733,20273.28883,25325.61793,24920.27906,22014.95305
571.4334@496.42,33020.38152,8646.81623,164999.97736,90737.13218,8668.33779,100542.73075,217417.3507,56291.58553,190380.15636,14319.75765,203237.92217,5028.29217,212531.03825,137643.75384,542895.69202,265158.45453,20381.28686,14894.82176,493199.89723,19591.86332,137569.82854,75611.41994,277150.42885,111719.98176,248057.17292,32573.77226,7455.42294,96916.21154,37805.55564
571.5187@487.96,16819.34651,33321.20015,13977.59806,12429.71017,24075.21822,4114.9453,19349.39858,3505.90771,9224.07537,3921.96575,1043.00844,13116.92201,8264.6085,10863.96103,1959.09368,9436.60029,23375.16551,25595.48627,7685.88227,17219.89673,13005.27695,105.17769,26851.30596,22275.12151,2448.47532,8984.57825,13246.98967,15922.05697,5095.76502
573.4506@641.48,8929.44233,14440.51211,34110.90321,21773.4936,6384.27135,15883.96747,38461.91362,15830.28718,22909.71632,4959.07114,35642.67797,18398.03491,33916.81159,26384.31286,56008.25132,47218.49101,25557.91173,6960.1861,72622.85971,6626.06623,45305.50665,15469.24026,42186.25287,12843.2391,27322.05348,12004.98733,18756.76833,17632.6717,11396.74083
573.4524@509.28,123873.82958,189840.25608,847088.00297,664667.31904,40488.3725,971903.29414,1115176.61924,421329.21544,308030.4146,120089.3553,1360763.25295,448916.00318,1503083.00336,655430.47945,2123100.78764,1860611.8625,731491.13858,95946.35331,2748857.97921,98464.86803,1783729.36373,477262.7277,1941595.83791,272541.66829,900853.967,245164.78861,388706.03036,531315.74588,300436.3425
574.4538@641.49,1870.1396,1379.52125,11480.15721,6914.13129,1347.06473,5047.34966,13770.70592,3899.80974,6947.48534,559.21977,11685.40264,5901.81778,11054.37877,8494.81069,18529.53617,14996.44727,8960.10211,1091.67818,25300.86086,2620.98621,15473.63871,1889.76002,14771.84208,3253.26088,8971.5972,3571.72957,5333.94772,4824.15117,3255.25219
575.4659@504.18,215950.86668,477232.96484,1063669.90328,725513.50967,257081.93435,651899.98815,1339582.60326,1273401.91042,635875.65672,354577.69286,1091106.78515,694836.18112,1201053.21654,766213.1298,1126854.55268,1609010.55646,925295.80749,345803.99003,2331747.34826,315201.85946,1059452.39653,496026.62155,1337810.7315,672048.783,1684282.49341,19224.46225,712994.85554,258121.69058,631621.0951
575.4661@641.49,18163.87455,21346.93953,53881.18704,30185.27366,12647.50786,23999.73361,63613.76865,46841.8508,36087.74175,11529.79215,53567.96012,27345.01755,52864.59849,43507.4003,73180.99049,88414.95511,38254.78702,15524.62546,123698.21014,16281.80357,89551.75262,19134.21455,64968.93511,22139.12796,57756.89094,20683.33008,38302.29267,27873.27558,19587.74955
576.4702@641.41,5769.16285,7936.13004,17888.83205,10526.31409,3816.03718,8579.69182,22568.40067,16843.06552,12148.53134,3192.89526,19072.05545,9999.2595,17927.352,15529.4991,25151.02239,30076.38333,13719.77216,5160.78862,44430.53881,1836.40728,30421.09668,5822.20296,22727.51515,7104.73003,19981.96678,7644.75241,14077.29283,9425.31567,6107.90417
576.4706@504.2,77276.04614,125080.22198,286763.46054,182385.71051,51527.92964,177609.48855,226633.53974,395051.46805,160268.59074,93719.0832,309196.17453,116410.49847,339896.63483,196857.17382,332082.48502,469346.60143,257609.44437,157869.99386,703101.21087,150508.37986,483187.77286,127621.2735,371513.04174,104973.14143,501827.82328,106287.9365,179231.95945,210328.03349,165168.71371
576.9459@509,292252.9832,318369.90755,265240.90988,341281.08991,355043.26035,230590.01103,255283.60898,235671.99516,304208.33239,223013.46481,326647.40058,290025.37541,254531.56267,339081.66205,215281.26455,298968.87864,293896.65519,250616.81385,296977.02079,267853.90539,257827.65719,241539.31178,290214.51431,239581.21653,218077.40805,385756.47334,336685.8519,241224.60427,255202.80208
577.4817@641.38,15820.509,17028.46754,36840.68282,20892.65381,9471.42756,14650.66127,46723.73123,48877.16504,28446.00515,9755.27324,34981.14473,22274.8285,40330.23698,34319.51932,53452.52697,62953.75884,25799.5171,16848.86459,102907.09405,17595.12603,74092.14699,13473.17691,43684.42163,16329.60271,47298.77124,18231.2678,26476.37242,18562.23159,21215.19934
577.4821@505.82,191984.37218,129598.56517,422996.56605,213340.22501,115793.88233,226486.13138,690997.19362,997883.59211,115470.93258,203812.02212,269780.81492,310679.51284,699215.98508,258758.67888,856649.61482,620980.22891,358662.90981,462900.90088,939906.01039,506268.20407,411533.10511,270477.11445,495975.38869,274866.89439,598651.23527,191052.09036,158937.96822,283020.2832,522091.53462
577.9493@509.04,59238.15653,60557.31132,49570.81655,60207.36557,64045.35787,41677.19754,46302.80187,42172.43937,56555.48157,41193.68416,62095.06385,55782.57571,43605.34751,58337.52359,36334.96448,56171.70531,53884.35152,46836.80963,57093.1708,47904.4844,46656.51277,41839.12867,53941.66833,45199.09357,39650.84404,69245.56606,63793.08323,44351.67616,44277.58539
578.3458@391.04,1458202.17112,2840892.85061,3424962.53103,2730218.23907,2400641.28692,5351081.1056,5963778.50464,7142256.07304,5351373.67332,499781.12674,7620400.06902,2252471.25325,5692264.98837,2622411.03208,10043865.66635,6529432.84998,4545765.73603,1631809.71249,5319213.61135,2819262.23338,4941784.45828,2078414.92693,4222070.56783,4084227.16109,5952939.43087,5661505.62818,3857388.5179,3367022.62398,2162200.87119
578.4861@641.31,4672.95621,4626.11194,11410.04866,6400.9583,3006.32911,4865.13425,14772.85254,17364.84827,8652.7884,2971.25979,11715.91128,7785.71013,14304.54444,10367.15638,17817.6272,21708.76313,7487.00697,5384.06626,34561.42316,4728.89833,25485.45612,4172.50226,14651.94006,5578.16875,14791.20353,5786.35623,8752.44743,5439.94334,6740.79641
578.9438@509,94876.38532,100274.84725,84876.32125,107483.96975,120474.28883,73705.70835,82700.96904,74547.12042,97520.7475,68192.37177,99416.27405,89620.8025,79020.03705,112693.74117,69044.71601,97318.19634,94613.93788,79215.26974,92735.93988,83836.07776,81070.02034,76031.16827,92119.5743,75612.45684,69010.22868,122368.39643,108218.81035,77137.47396,82759.97481
579.349@391.04,441831.18192,853808.34917,1029885.11085,819848.93928,720104.67093,1605957.87689,1767253.68983,2114052.933,1595422.30761,144760.02634,2258519.88979,675264.05161,1694383.17404,793426.51493,2989284.87564,1939913.59511,1363010.79189,497588.10175,1586294.3848,852923.5012,1471875.60152,621470.74549,1257961.33181,1220090.59582,1767256.56177,1687535.46023,1151338.47808,1007446.19277,657355.2554
579.3902@488.39,377.58917,4671.33633,2223.12626,8695.64028,216.87797,956.3592,77432.55943,138639.41653,1126.26736,1210.66217,62743.60824,52654.62944,27617.41888,3299.07523,272385.94612,10272.33403,2645.75269,47049.82113,59465.15346,70501.60585,2884.45334,4456.96293,1152.51228,5714.19005,3393.45565,3667.20407,12089.88649,6854.73442,62877.81348
579.4963@641.36,4432.63777,5119.62464,11852.76599,7103.77256,3669.26996,3853.77673,14119.359,16514.18932,6988.78951,3112.05215,10147.62618,8087.81058,12585.54577,11491.77498,14955.19914,17355.80498,8832.94776,5429.69905,26975.1179,6454.93269,18545.77373,3737.69057,12883.15606,5050.92812,15016.55404,6823.34656,7137.14255,4805.7287,2081.90324
579.9462@509.05,15765.34243,17837.66089,16317.67456,19348.67375,21929.38905,13392.53368,16136.65533,14145.09682,19160.73908,13558.9517,23235.30945,18055.32015,14880.8106,19407.92383,11631.64755,15795.828,18249.62292,15169.5698,17918.21909,15206.49495,16024.92514,14416.9574,17030.23629,14501.65213,11280.26244,20951.68692,17943.00085,13037.34529,15032.37207
580.3428@391.02,139358.59489,273959.11243,332063.17506,267825.5365,232793.56728,521680.2898,600392.75856,684275.78355,514039.20473,48136.34578,721669.90592,221003.2628,553416.49555,259462.30555,928424.8245,630998.3848,441904.11781,170675.7248,516223.1185,281305.62342,480412.57536,199886.67432,413694.63501,401260.34914,589273.79116,543851.51449,367361.14754,327461.007,213398.62473
580.3612@420.7,2204010.43271,1719212.34633,3157403.62663,2274779.0865,2575552.04446,4083596.00201,4024968.56047,5684343.29144,2883074.33519,383833.41635,5782964.96358,1874788.47616,4294479.59396,1809206.78532,5839543.15945,5398401.32552,4635927.63322,2034827.04459,4454348.32049,3105663.05576,3677146.32147,1332020.50198,3390597.22478,3011604.85718,4269225.55728,3824069.59583,3034374.47977,3062817.65221,2185455.83029
581.3644@420.73,670318.24751,518907.17786,955796.64073,680469.93029,781510.35397,1234877.7897,1207482.2101,1705772.38944,877252.55444,114490.65608,1746871.60187,561002.52067,1300656.78283,552283.68354,1748026.69831,1616613.47446,1391475.7442,618309.81616,1349911.97045,932932.38898,1115841.68824,399980.53332,1023086.12712,909846.29359,1287544.73213,1159845.27588,920639.18313,923520.43725,659499.82436
581.454@446.63,110007.17364,1154423.91552,100545.05123,99261.782,756617.55521,13398.54376,592544.43792,25946.52684,63064.24978,12978.67894,3735.55892,187462.12692,143316.10318,74041.1193,25700.73703,70770.17387,314777.22349,415130.50131,138683.12119,217495.92701,152935.02418,1834.53504,590317.04355,494043.9053,27828.73643,63848.42768,183312.18119,281444.67034,15071.02263
582.2464@342.54,21811.03665,63.21026,4404.97893,11153.11313,91.16726,2464.39913,4950.69873,4463.70475,3224.94906,4926.46284,5231.18971,685.20479,3325.48857,2391.99592,6157.29385,6840.28438,1673.55468,91.10942,6155.43569,105.35645,13300.71506,404.3492,10266.848,17031.67344,1612.80403,2071.33462,674.9499,3884.66297,2120.05175
582.361@420.73,175303.83017,147584.85804,266046.32079,185863.90578,212105.53989,354018.30396,341027.07748,485461.37392,244652.93267,25419.96158,499025.09254,161357.9883,370680.35253,152102.20353,500908.18153,446957.13465,397554.27972,177280.01937,378620.65805,264312.57816,312784.78075,111619.47673,281650.28276,259283.88279,370246.7522,327740.84032,253636.92658,256876.15801,182300.2549
582.3758@483.95,56377.44702,59775.71289,98424.98173,81714.08156,128779.6508,123815.93759,103830.18117,192170.61208,97564.81007,15702.55223,175953.19996,56181.69136,104611.95095,56678.29207,152782.95776,196975.59939,178223.75838,48548.97349,155224.55587,57773.06902,75572.29204,52656.29284,114384.97782,92994.14073,122422.11732,66933.86089,75145.18671,79271.1805,72777.04879
582.3771@459.79,4352954.4864,4182398.62672,7305860.75345,5659445.77248,10169360.40347,7989118.87152,8802895.48293,12536406.93744,6989791.58944,1291447.44754,9872933.56855,4485019.45786,9092834.77182,3808505.63704,11426281.33328,12549619.47586,13862019.91044,3633548.32879,9200718.45302,4565287.43715,6355141.83738,2866047.4967,9821034.38846,6983578.23256,7958594.24098,4343017.12003,5471991.96673,5915082.86623,5107002.52001
583.2545@227.62,162781.30173,17539.2955,29085.9259,73221.29813,9119.52528,11172.32749,94089.09078,38473.06328,23168.03588,18431.21765,22755.43314,17744.32968,59165.96481,9184.71257,60052.1495,69650.51277,43355.70868,19118.4306,41223.33213,13229.78427,195856.06992,3819.50279,173294.17937,356541.9546,17960.26327,10668.44249,10525.56214,85648.89963,15845.51926
583.2547@342.52,1487812.92329,7306.94756,257725.84389,727655.0368,3387.14866,153103.68576,286813.21693,330677.75844,149041.17896,239615.50128,284150.33947,45275.12845,299086.78705,133283.16963,331176.77856,378678.10171,98704.9603,290.76464,325425.86449,24818.42571,944213.99537,38543.84537,590709.99241,1304517.2521,85091.49398,145428.34512,59114.73855,309304.88194,160902.40131
583.3483@420.81,45600.54462,36882.94826,69205.87522,52662.77662,58161.85269,106389.989,105772.2832,154728.60282,68320.475,4828.87117,172717.61503,45216.34166,106655.60616,40562.11789,158590.94096,150770.92275,114851.29294,43726.17534,106169.03511,73095.91321,93625.62264,28125.38591,81067.31976,66336.0904,113723.3001,103330.64615,67738.87116,67239.27116,50288.39223
583.3806@459.75,1321764.97038,1266017.46612,2200130.31111,1708319.16182,3031104.77547,2385089.63553,2623923.85354,3721091.19571,2113362.72488,388253.37716,2948393.23596,1358980.78307,2406242.79145,1160947.4958,3390043.39425,3730818.49775,4137406.41073,1100316.66504,2752727.83463,1371758.03617,1911527.74328,871822.27859,2925891.2646,2102316.55202,2377825.5967,1317435.92347,1663289.99456,1783692.15231,1539417.76671
583.5623@636.94,2915.08588,2945.10619,6209.07997,944.89169,450.40565,4621.83088,4254.96741,3714.27745,2701.87265,5725.96219,2525.28731,3052.89105,4862.93167,1490.37893,5596.46955,4345.37679,3891.72005,5467.44905,4609.17828,6062.7413,5605.1808,5164.09509,5639.22716,5515.77584,5251.87454,222.65189,350.69852,4999.13991,4619.45072
