,woman_Pt070_RPLCneg,woman_Pt113_RPLCneg,men_Pt027_RPLCneg,woman_HCW099_RPLCneg,men_Pt025_RPLCneg,woman_Pt019_RPLCneg,woman_Pt058_RPLCneg,woman_Pt087_RPLCneg,woman_HCW045_RPLCneg,woman_Pt123_RPLCneg,men_Pt074_RPLCneg,men_Pt063_RPLCneg,woman_HCW008_RPLCneg,men_Pt013_RPLCneg,woman_Pt032_RPLCneg,woman_HCW103_RPLCneg,woman_Pt092_RPLCneg,men_Pt010_RPLCneg,woman_HCW019_RPLCneg,men_HCW237_RPLCneg,men_Pt020_RPLCneg,men_Pt116_RPLCneg,woman_HCW035_RPLCneg,woman_Pt122_RPLCneg,men_Pt068_RPLCneg,men_Pt007_RPLCneg,men_HCW012_RPLCneg,woman_Pt085_RPLCneg,men_HCW036_RPLCneg,men_HCW059_RPLCneg
Label,COVID,COVID,COVID,HC,COVID,COVID,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,HC,HC
560.4749@513.53,112971.73147,178395.08377,89243.2575,125247.0353,116084.08221,130329.3129,112683.23946,140031.22394,141140.22581,119243.67589,108525.07074,133062.27678,71922.07935,162017.00462,183016.01793,75689.37467,116527.50317,146074.68697,109746.12669,75132.88653,82451.72309,131643.34711,137959.50796,71081.58605,83305.50554,222336.51467,112904.4395,81312.42537,184720.20339,86720.22725
560.4762@641.16,7121.62496,9183.50405,6584.72681,7157.22122,4215.934,4152.47757,6238.50483,3415.57316,14612.13282,6408.46808,4961.69959,4600.328,3397.06704,8031.19874,10306.87984,3825.27457,4017.3093,7151.55773,5261.67569,5215.79175,3752.24528,6735.35628,7065.57608,11323.18324,3245.0074,17104.31178,5373.82426,6678.89872,11374.62541,1980.61698
561.2161@421.05,10218.86275,9413.30006,10186.82958,9689.18736,7905.95915,6679.56678,11977.42555,5646.75714,10808.13339,10899.85891,5919.15049,5847.54993,9893.87199,7236.94403,5348.10591,15375.22597,9962.1068,6339.03499,10069.46576,8302.90965,9138.81855,10548.53188,6105.4758,10357.80329,7957.06063,13790.1737,6443.77573,2991.92225,12697.01095,7864.84597
561.4114@459.87,158647.83131,2464.97719,4734.09617,10955.30346,17820.19187,13905.17071,25815.63567,9210.29768,52624.45078,27250.61525,16792.4155,7758.19393,14318.94296,17991.45376,14737.40765,21470.5437,9935.98014,24072.17913,15983.68874,8111.92539,224121.65477,75101.7825,15562.90464,40400.92226,76366.02946,4620.56336,5011.72205,2592.83496,463266.72966,14066.50821
561.4833@480.96,106585.47444,128682.93827,93453.56971,81371.14483,126730.84084,119003.99891,81350.47574,119398.38309,85147.10799,118235.10047,125821.39692,150897.92699,82371.40724,123828.49089,120833.67379,225108.38917,95645.9951,104872.62209,97538.64757,79111.06898,258506.13249,131678.60457,89594.19977,85832.33417,129612.34867,55964.1066,77510.51221,98265.25803,118159.50428,84929.99806
561.4856@507.48,124486.2367,102789.20467,62005.59416,111383.49599,66508.10434,123090.4855,141015.35572,165100.6933,102344.62191,151635.09864,79385.87439,178753.19415,46091.79644,98209.74986,155494.73301,50080.77893,50514.60838,53411.06344,109639.71332,76971.96336,77376.62384,96656.96523,216686.16559,204898.93522,99866.16525,193380.64203,67051.22976,133761.77036,94788.22988,87475.37636
561.4863@641.24,6855.35006,9417.67807,6457.98699,9314.17774,2121.92919,5922.43497,5349.45552,11211.29232,12754.34641,6091.29209,5247.44801,6847.60847,3023.1519,8860.91006,13236.47509,4306.5369,4568.73529,7342.99676,6634.84506,6257.04928,4454.65575,10015.90056,5835.43715,10859.59458,5144.03226,14197.09463,5688.42613,7767.35154,10834.28368,3235.86245
564.1283@376.52,6541.4975,5669.48336,5429.29976,5313.92202,5995.01123,6337.89553,5814.87498,6272.10921,5513.22191,6152.4383,6717.37174,6688.84241,5483.77449,7603.55342,5578.75419,5763.75644,5398.85936,6927.55824,5233.27514,6286.85032,5918.0275,6014.6108,6602.2816,5598.74308,5447.32463,5448.43001,6422.78642,5517.72561,6659.91322,6642.08246
564.3301@391.04,1190425.02879,779228.48032,853784.36363,1616934.99506,413051.14421,963125.8431,1315551.23489,680015.58532,2252813.27271,1132145.2847,751111.91899,817005.25344,888099.55857,752782.91539,1175353.98806,1859312.20116,917466.39771,720016.33054,1977204.44055,597316.81079,1180702.71748,1540835.67095,490948.36214,1348442.96551,950859.99281,1407170.46034,584979.46104,371262.76145,1457706.73587,1540750.62245
564.365@432.21,10878.38584,7219.93688,6135.55145,15418.98951,3242.00433,10617.93245,14940.40608,10775.7193,18430.59387,15161.35176,5431.8488,6120.78893,14495.53955,8170.16818,11456.23732,52571.66979,14975.50117,8930.13939,15814.37042,7139.29607,9601.86108,14788.80212,3248.9866,14616.36436,7021.23812,12835.55902,4908.06974,3640.37197,19057.76931,19579.04469
565.0066@498.01,72992.84689,78153.0024,80549.90204,117033.76508,93503.1434,77817.7426,88851.87474,91190.91424,84886.20596,80569.37583,110752.12275,100113.89448,68730.90993,108046.87517,83688.1526,66089.14221,70993.85361,110625.38472,90203.21747,77088.73996,67164.94759,52286.42504,39963.75274,63209.6995,79029.32067,75315.4054,75009.41697,77415.61731,59464.65504,94523.95163
565.3329@391.04,344989.2895,225719.9093,244652.60181,476107.09415,117455.19591,282522.37037,384966.33605,195034.48528,654876.75469,330887.39845,220539.77654,238086.51827,256185.70549,217436.18459,343305.80523,543034.35842,266022.55368,213768.54114,573135.0925,168070.16484,338650.50648,444424.39002,140456.66374,395380.2316,273130.71178,409432.74437,168904.68503,102553.0182,426083.11215,449925.71967
565.3599@459.54,21191.95129,10890.76158,14167.85088,8914.70201,7173.05149,12172.39299,21759.35406,6544.60588,10448.0834,16227.27113,6746.00281,6703.31372,13864.19171,9929.72865,14752.13062,22002.91957,9452.43627,7009.9355,15242.30164,12535.73691,11728.53413,9498.62215,3755.95684,12645.23428,12876.90636,15956.36587,5240.48876,2887.97811,17527.5361,13211.95623
566.3454@420.73,1064539.38616,946596.9799,771615.34702,1253452.14086,678093.99674,729644.81232,1461047.44869,579070.22556,1637279.78595,1132440.90106,671406.16248,547314.45445,942731.23379,732612.14248,981085.52838,2078823.39898,813723.37636,581924.74034,1344185.27878,657719.6555,943761.07925,1343193.34092,492984.58359,953279.10464,705675.13774,1834179.69703,413021.07072,314612.91296,1404119.31481,912668.57394
566.3805@432.12,128081.05808,86761.90204,115242.90947,75354.1211,67852.37677,65320.16563,155587.45356,76493.5146,65360.07191,121323.99035,44575.24154,68874.16687,98954.9775,103977.85017,81125.62601,214019.07663,131746.27479,80874.59733,104239.99263,42163.30811,135634.22492,164874.77764,19565.66668,136134.22211,95507.9484,137130.00506,26050.68153,31864.15141,129248.24011,113315.68992
567.3481@420.69,306230.10242,273987.24252,225088.71937,367108.26962,196160.19514,207776.24943,426196.27601,166337.41259,477437.68808,307360.47759,195750.2598,158786.98746,274570.80512,207827.86818,280388.55084,610548.48951,233391.63591,167130.46842,389743.1784,187026.71385,274415.24443,395656.94682,141892.8543,274819.82044,196463.15918,542901.13949,118651.87427,88332.47084,405710.84415,257963.17469
567.3839@432.05,37539.09801,25587.69606,33315.77506,21991.0655,19955.88899,18821.21343,47724.1339,22421.99721,21048.0156,35555.50375,14188.46769,20483.74892,28262.09497,30276.22112,24026.24776,61053.00937,37405.73571,23287.89324,31281.62836,13498.44365,37484.84338,47231.96598,5825.95425,38366.5548,26247.26495,39564.60981,8737.39146,9374.78191,35983.00994,33750.98167
567.4608@496.64,27129.55973,4747.72638,17911.75293,160637.08345,32724.08681,231605.16414,217445.80448,29513.41586,638047.05202,34488.62589,63227.5595,24450.74245,1002336.90447,20304.6987,29784.34364,48722.29098,161411.90278,41405.50246,538979.91429,124592.23154,1754663.10467,409212.76726,104918.37983,40787.37836,1366446.58297,573255.08951,162479.44788,38019.4045,59237.13328,718113.05239
568.3615@459.77,4264080.91375,2357911.63831,2953100.34044,2442672.48819,2214775.62145,3377155.62991,6816805.01675,2202506.37146,3381178.11775,3502506.45785,2084056.8371,2146200.50058,4230333.52447,3029593.33369,3894721.73924,6311306.4809,2876913.84875,2066036.33395,4313362.13708,2557657.88546,3656642.44789,3895249.3152,1111483.34271,3680221.54603,2805185.32388,4461589.04226,1424092.3866,1774249.95069,4781942.56641,3635462.01817
568.3955@474.06,104159.28424,60128.51276,64714.78304,36759.91868,53936.4213,58976.4933,131152.75019,56906.41439,60433.71521,79316.79958,67303.98633,64456.08233,88773.31633,60276.20405,47582.71866,182432.15812,78937.90078,65603.13962,114434.98749,45412.1478,106429.80767,175251.46907,18126.01343,81676.7265,73746.02346,129102.31891,20314.24036,28720.67917,107321.04594,96885.16804
568.4648@497.29,147793.8164,19.85517,577.56308,10704.05941,5710.43854,32927.10721,20980.54838,2337.75141,115932.08763,65109.38594,46606.03884,26843.45112,261201.09427,32682.44454,5570.72833,542518.31792,4919.1372,30959.03627,92593.28438,7052.33317,460475.19577,49181.28331,19837.69408,86060.36945,387269.73273,81931.08585,15435.71371,184.52603,354936.44942,110192.29081
569.3645@459.77,1255700.69456,695328.35021,867888.94147,716109.84646,652498.3769,1001384.0381,1966997.61347,652599.84907,992394.58042,1038306.14584,623442.29977,629866.95344,1227332.39883,896056.7384,1139820.95699,1830815.08246,845565.09712,613814.4608,1257956.66408,762360.7462,1065958.55856,1143965.38696,323697.82821,1084544.73255,829807.67577,1311592.38391,413407.13476,522053.39433,1401809.29796,1067576.41875
569.4009@474.04,29091.92117,17943.37064,19277.64483,11341.76075,14039.92693,17611.85576,39288.47589,16132.96793,17687.56105,25985.63276,21444.16335,18169.93189,29226.26828,19696.82933,15641.63357,52416.38325,24712.0163,18772.72895,38335.28201,12739.1185,37748.64848,50255.44118,5361.29607,27121.96582,20775.29071,40489.61113,6421.48368,8630.21745,31208.52697,29279.43252
569.478@495.37,24523.69969,437.6209,203.30181,371.43803,59480.60895,7258.52591,6701.51484,10589.62068,63421.07214,10504.37261,35921.34512,18601.28596,133487.92621,5814.28053,35734.4395,184043.31149,50552.54349,34212.45841,63989.40313,3015.65703,211190.9766,40531.14194,11981.71641,30460.20306,91536.97425,122759.11382,6813.69502,1768.74605,98139.7105,315929.21988
569.5113@487.96,293673.95111,268228.92619,30887.03837,135142.09637,244312.97419,339884.25383,366482.0063,215437.92319,56715.27444,334234.3628,181640.75145,468067.02946,189935.6865,182640.69338,232766.65367,90481.47056,203126.19665,151759.20337,63110.23992,71982.09446,240939.8151,149349.27712,7405.3556,268098.15719,197548.92621,302749.52175,8926.55197,103391.08641,168584.87993,128323.15759
570.3664@459.77,248696.59282,132662.80131,168213.38396,137896.43206,125739.58311,198182.67261,388458.19562,124561.40184,191925.40825,203085.60993,119671.80152,121350.17495,241609.30692,175525.4378,225723.32108,367022.13121,163983.13881,117235.72264,251820.47755,145420.772,210035.11274,230181.54656,61741.74999,211761.3804,162379.63619,265055.61698,77960.31927,101286.81346,278680.7563,208399.65017
570.5148@487.97,102024.01768,93795.19418,6074.22518,47647.13242,86674.52079,123204.86275,130754.58565,74917.52176,16448.22869,121651.32945,65278.95405,171286.27881,63582.85875,63435.81687,81193.48906,28834.62683,72970.84342,52470.39594,20103.17606,24222.70937,81899.984,49946.25207,1681.13966,93902.33868,68595.77559,105369.67675,3238.17255,34154.4575,53294.7243,45505.47351
570.9783@526.48,7967.54689,7761.77771,8039.02866,14859.06901,9323.33019,13913.55279,8859.2592,8501.74526,7319.15538,6297.23783,13785.74798,7791.10649,5866.58678,12277.69183,8846.50609,6392.04815,5815.88928,12628.3886,5155.38421,7993.39256,4365.05846,8503.50566,7386.54506,6550.08044,8652.04421,7568.55429,6585.59625,8414.52942,9720.37282,10806.49379
571.3689@459.74,36382.51987,19263.41769,24856.23501,20273.28883,18131.58179,32355.17159,58400.02218,19716.24026,26635.04288,28930.31752,17715.83502,17258.31411,35607.50563,25894.82931,33127.82512,55261.54717,28414.72717,17655.86979,37021.33227,22014.95305,30616.45078,34688.79301,7174.37333,32191.53738,22963.82005,38511.4398,11514.57316,14387.43644,43079.40008,35136.37509
571.4334@496.42,92578.75253,19591.86332,22139.29282,32573.77226,33020.38152,15999.24661,20381.28686,5028.29217,745990.18269,133248.81991,211877.29776,8646.81623,523996.06625,90737.13218,118095.26067,393929.32633,110304.08738,137643.75384,305203.03472,37805.55564,507221.6828,212531.03825,18257.55881,346270.24605,192594.29163,96459.81807,75611.41994,23224.71607,493199.89723,190380.15636
571.5187@487.96,17845.14908,17219.89673,460.49612,8984.57825,16819.34651,22185.34193,23375.16551,13116.92201,1025.23241,22800.47466,10789.01123,33321.20015,12634.52318,12429.71017,14797.76744,4170.0375,13641.04284,10863.96103,2969.68063,5095.76502,14897.82651,8264.6085,106.71682,16354.86727,12524.30841,20339.6205,105.17769,6469.07617,7685.88227,9224.07537
573.4506@641.48,28425.49079,6626.06623,3289.66005,12004.98733,8929.44233,13223.66579,25557.91173,18398.03491,95222.80152,22179.14139,25245.45785,14440.51211,62630.90005,21773.4936,23310.1642,64434.66646,19485.24562,26384.31286,41904.03305,11396.74083,66079.71642,33916.81159,5087.64412,54419.32096,28050.61393,34600.04614,15469.24026,7998.61428,72622.85971,22909.71632
573.4524@509.28,1097331.66552,98464.86803,77710.57396,245164.78861,123873.82958,216635.75653,731491.13858,448916.00318,2689256.17153,632127.01824,695194.13631,189840.25608,2867620.93944,664667.31904,576834.23609,2587063.66792,1047861.90516,655430.47945,976616.97571,300436.3425,2818439.26108,1503083.00336,177629.3983,1714982.99927,1229098.22841,966676.77285,477262.7277,185396.20991,2748857.97921,308030.4146
574.4538@641.49,10058.46922,2620.98621,744.17288,3571.72957,1870.1396,4089.58277,8960.10211,5901.81778,36081.63201,7204.78488,8420.5319,1379.52125,21378.50706,6914.13129,6167.05289,23680.40678,6226.36152,8494.81069,13448.1795,3255.25219,22606.25452,11054.37877,981.58226,18951.55516,7769.93394,9520.29166,1889.76002,2144.20222,25300.86086,6947.48534
575.4659@504.18,1159561.03182,315201.85946,322858.54641,19224.46225,215950.86668,428463.03015,925295.80749,694836.18112,1968379.157,518506.46362,658757.5771,477232.96484,1477315.26474,725513.50967,1266313.2834,1331960.32578,980445.03533,766213.1298,1143096.65675,631621.0951,2095164.55527,1201053.21654,199899.73627,1916887.68366,671787.29772,1579245.37234,496026.62155,227941.05036,2331747.34826,635875.65672
575.4661@641.49,44760.30153,16281.80357,9162.22916,20683.33008,18163.87455,27186.76055,38254.78702,27345.01755,131682.31835,33984.01778,40104.23256,21346.93953,73938.39593,30185.27366,44355.7808,101099.66928,30835.53317,43507.4003,66886.12974,19587.74955,92572.49744,52864.59849,14623.82643,79710.77653,52016.50921,65699.40817,19134.21455,14796.70865,123698.21014,36087.74175
576.4702@641.41,16195.82716,1836.40728,2826.38319,7644.75241,5769.16285,9349.28085,13719.77216,9999.2595,45673.85362,11953.79743,14323.22259,7936.13004,26638.20196,10526.31409,14715.79542,36356.95544,11086.39595,15529.4991,24668.00152,6107.90417,32278.03011,17927.352,4852.3089,27220.29158,17167.25647,22980.69426,5822.20296,5122.86389,44430.53881,12148.53134
576.4706@504.2,332688.88033,150508.37986,71973.27435,106287.9365,77276.04614,102187.25901,257609.44437,116410.49847,569270.40019,215491.39998,85999.06539,125080.22198,428832.17109,182385.71051,361603.61011,590393.37831,280861.66416,196857.17382,333583.48967,165168.71371,640445.70726,339896.63483,115729.90075,555962.13865,260332.28878,448201.94613,127621.2735,144912.70658,703101.21087,160268.59074
576.9459@509,240054.4206,267853.90539,263305.81143,385756.47334,292252.9832,385396.52804,293896.65519,290025.37541,267614.52029,270417.17222,358438.83283,318369.90755,240729.023,341281.08991,295314.93708,215540.88945,215476.92452,339081.66205,287837.16441,255202.80208,215361.31192,254531.56267,233761.70257,213106.40261,258752.51753,256075.48933,241539.31178,237122.12669,296977.02079,304208.33239
577.4817@641.38,37653.87981,17595.12603,8846.80747,18231.2678,15820.509,21725.29725,25799.5171,22274.8285,79886.65002,24065.12872,26365.31047,17028.46754,46815.31974,20892.65381,48965.25486,71110.26688,23769.60282,34319.51932,48275.3926,21215.19934,55389.39399,40330.23698,4130.91054,49964.11956,42041.95468,52484.18878,13473.17691,18301.60341,102907.09405,28446.00515
577.4821@505.82,519789.0255,506268.20407,303912.90555,191052.09036,191984.37218,128301.42062,358662.90981,310679.51284,576971.29617,201556.0938,145058.64027,129598.56517,323710.00222,213340.22501,991049.57296,437358.31554,555242.38754,258758.67888,253252.21313,522091.53462,464597.61111,699215.98508,368895.78552,915929.90089,220877.77324,879356.87818,270477.11445,547695.80091,939906.01039,115470.93258
577.9493@509.04,41646.89444,47904.4844,45911.28331,69245.56606,59238.15653,67438.49952,53884.35152,55782.57571,49234.94214,46440.35803,66771.62518,60557.31132,45517.72258,60207.36557,54431.09371,37898.97538,38706.3296,58337.52359,55801.78116,44277.58539,33696.69063,43605.34751,43037.15054,37231.86075,50667.29181,48493.11225,41839.12867,44502.98736,57093.1708,56555.48157
578.3458@391.04,4404839.56298,2819262.23338,2910202.563,5661505.62818,1458202.17112,3309378.45414,4545765.73603,2252471.25325,7913585.20199,4144535.06532,2699840.87668,2840892.85061,3178310.88804,2730218.23907,3908156.76913,6573181.20236,3306884.09055,2622411.03208,7043296.72396,2162200.87119,4151093.62298,5692264.98837,1718235.44074,4718890.23629,3374581.10037,5195700.70835,2078414.92693,1351683.13092,5319213.61135,5351373.67332
578.4861@641.31,13215.25645,4728.89833,2936.32203,5786.35623,4672.95621,7195.37682,7487.00697,7785.71013,25532.8726,8479.4029,8457.33555,4626.11194,14336.23952,6400.9583,16932.40933,23955.20828,7909.54123,10367.15638,17267.56484,6740.79641,19338.23365,14304.54444,4667.15103,17245.42454,14299.23969,17225.84119,4172.50226,5469.44308,34561.42316,8652.7884
578.9438@509,75943.19338,83836.07776,81386.21541,122368.39643,94876.38532,123710.37501,94613.93788,89620.8025,85226.89884,86762.13226,121574.60426,100274.84725,74298.00712,107483.96975,91716.39199,65395.60823,68266.705,112693.74117,91747.20449,82759.97481,68546.53811,79020.03705,75456.05984,69652.69074,81032.00603,81024.59866,76031.16827,75770.16905,92735.93988,97520.7475
579.349@391.04,1320354.26419,852923.5012,881845.20358,1687535.46023,441831.18192,993773.42096,1363010.79189,675264.05161,2341577.87579,1238571.25076,813447.86599,853808.34917,953573.97617,819848.93928,1170321.04641,1953870.81001,986199.55532,793426.51493,2083308.12562,657355.2554,1234166.48989,1694383.17404,521741.28942,1407997.17637,1015633.30274,1549441.95973,621470.74549,399959.70603,1586294.3848,1595422.30761
579.3902@488.39,435.61088,70501.60585,0.0,3667.20407,377.58917,3485.4284,2645.75269,52654.62944,10672.04885,252.81911,1980.40763,4671.33633,2033.7257,8695.64028,166998.08271,12435.57048,27429.52273,3299.07523,6411.87072,62877.81348,32574.07611,27617.41888,7402.94978,99244.08046,139.88169,289315.49603,4456.96293,107441.06589,59465.15346,1126.26736
579.4963@641.36,11505.01708,6454.93269,3599.66414,6823.34656,4432.63777,6319.70059,8832.94776,8087.81058,22300.91989,7280.30261,7601.80104,5119.62464,10293.7932,7103.77256,15698.23675,15495.43058,7175.8153,11491.77498,12665.61003,2081.90324,13673.56061,12585.54577,4874.19311,15289.35641,2559.29128,16057.886,3737.69057,5938.57936,26975.1179,6988.78951
